지역,분류1,카테고리,여행태그,이름,주소,좌표(x),좌표(y),전화번호,홈페이지Url,서브타이틀,기타,대표관광지등록,상세내용,이미지1,이미지2,이미지3,이미지4,이미지5
금산,tourist,명산,"금산,보석사,진악산,명산,개삼터,개삼봉,진악로,영천암,인삼",진악산,충남 금산군 남이면 보석사1길 30,36.077696,127.458825,041-751-2484,http://tour.geumsan.go.kr/html/tour/intro/intro_010304.html,금산을 지켜주는 수호신,휠체어진입 불가능,N,"진악산(737m)의 우람한 모습은 위대함과 굳건함의 표상으로 금산 고을 사람들의 마음 속에 깊게 자리잡고 있다. 금산의 역사 속에서 진악산은 크고 작은 싸움을 여러차례 지켜보았다. 옛날부터 나라의 안위를 봉화로 알리는 봉화대가 있었으며, 조선시대 임진년 8월(1592)의 금산벌 싸움에서 중 봉조헌 선생과 함께 싸우다 순국하신 기허당 영규대사는 진악산 남쪽 기슭에 있는 보석사에서 수도를 했고 그 인연으로 보석사 내의 의선각에 영규대사의 영정이 모셔져 있으며 보석사 들머리에 영규대사의 충혼을 기리는 위병승장비가 세워져 있다. 

진악산은 해발 737m의 높이로, 충남에서 4번째 높은 산이다. 주릉에 펼쳐지는 기암괴봉의 경관이 아름다우며 금산 쪽으로 깎아지른 낭떠러지는 장엄하기까지 하다. 진악산을 감싸고 있는 숲도 무성하며 영천암과 원효암 골짜기의 개울도 좋다. 특히 진악산 북편 관음봉 일대의 암애와 암봉들, 원효암 일대의 기암괴봉과 폭포는 일품이다. 명물 명소로는 보석사 입구에 전나무숲과 천연기념물 365호인 1,100년 수령의 은행나무가 있고, 천년사찰 보석사와 영천암, 원효암이 있으며 이밖에 영천암의 영천약수, 도구통바위, 봉화대, 관음암과 관음굴, 원효폭포, 물골의 바위굴은 명소로써 훌륭한 가치를 지니고 있다. 진악산 정상에서는 속리산과 서대산 천태산, 민주지산, 덕유산의 장쾌한 산줄기를 모두 볼 수 있으며, 운장산의 특이한 모습도 보이고 계룡산도 눈에 띈다. ",01-11-1.jpg,01-11-2.jpg,01-11-3.jpg,01-11-4.jpg,
금산,tourist,명산,"추부,군북,금산,서대산,등산,기암절벽,신선바위,장군바위,탄금대",서대산,충남 금산군 추부면 성당리,36.2247735,127.5406074,041-753-2662,http://tour.geumsan.go.kr/html/tour/intro/intro_010301.html,섬처럼 우뚝솟은 절경,휠체어진입 불가능,N,"서대산(904m)은 금산군 추부면과 군북면에 걸쳐있는 산으로 금산읍의 최북단에 위치하고 있는 산이다. 충남의 최고봉으로 한국의 100대명산 중의 하나인 이 산은 큰 산이면서도 주변 산과 줄기가 이어지지 않고 섬처럼 육지에 우뚝 솟아있어 비래산(飛來山)이라는 별칭을 얻고 있는 산이기도 하다.

서대산의 매력 포인트는 기암절벽. 동서남북 어느 방향에서 바라보더라도 산의 곳곳에서 울창한 숲을 뚫고 울퉁불퉁 기암절벽이 튀어나와 있는 이 산은 뭇사람을 유혹하기에 모자람이 없다. 능선부는 말할 것도 없이 산 전체에 걸쳐 기암절벽이 발달하여 수많은 암봉과 암벽, 기암을 품고 있는 산으로 능선부의 어느 암벽이나 기암에 오르더라도 장쾌한 풍광이 유감없이 펼쳐진다.

신선바위, 북두칠성바위, 장군바위, 탄금대, 석문 등과 함께 무명의 기암절벽이 능선을 수놓고 있는가 하면 용바위, 마당바위, 촛대바위 등과 함께 수많은 무명의 기암괴석이 숲 속에 숨어있어 산의 어느 곳을 오르더라도 산행의 묘미가 돋보이는 산이 서대산이다. 산행기점은 서대산드림리조트 주차장을 비롯하여 일불사추모공원, 흥국사 등을 기점으로 해서 오를 수 있다. 기타 기점으로는 추부면 성당리, 군북면 상곡리의 천수동계곡이 있다.",01-12-1.jpg,01-12-2.jpg,01-12-3.jpg,01-12-4.jpg,
금산,tourist,명산,"국수봉,국시봉,금산,향적산,서낭당,국수신당,군북면",국사봉,충남 금산군 군북면 두두리,36.1776681,127.5585222,금산군 산림정책과 041-750-3411,http://tour.geumsan.go.kr/html/tour/intro/intro_010306.html,국수신당을 모시는 명산,휠체어진입 불가능,N,"국사봉은 국수봉(國帥峯 또는 國事峯)이라고도 하는데 지방에 따라서는 국시봉, 구시봉 등으로 부르기도 한다. 아무튼 국수봉이란 부근에서 가장 높은 봉우리에 올라가서 국수당(國師堂 또는 國師神當)을 차려놓고 하늘에서 내리는 국수신(國帥神)을 모시는 곳으로서 산신당(山神堂), 서낭당(성황당=城隍堂)과 함께 동신신앙의 하나인데 1950년쯤 이곳 정상의 네모난 큰바위밑에서 그릇조각, 쇠로 만든 말(馬), 배(船)의 모형과 금가락지가 출토되어 민속신앙과 관련한 국수신당이 있었으리라 짐작케 한다. 

참고로 말이나 배는 신의 상징 또는 신(神)이 타고 다니는 물건이라 신당에 비치한다고 한다. 한편 기록에 의하면 조선 태조가 한양에 도읍을 정한 뒤 북악산과 남산꼭대기에 국수당을 지어 서울의 수호신사로 활용하였다고 하며 국수신은 아주 먼 옛날부터 사람들이 섬겨왔다고 한다. 그래서 그런지 국수봉은 전국적으로 보면 곳곳에 산재하여 있는 것으로 파악되고 있다. 이 곳 국수봉 정상에 1960년대 후반 육군 통신초소가 설치되어 1980년대 초반까지 5~6명의 현역군인이 주둔한 바 있고, 1970년대에는 답박굴 뒤 2부~5부 능선 편평한 부분에 예비군 훈련장이 설치되어 10여 년간 운영되었었다. ",01-13-1.jpg,01-13-2.jpg,,,
금산,tourist,명산,"금산,영동,천태산,명산,등산,경치,조팝나무,조팝꽃,산꽃축제",천태산,충남 금산군 제원면 신안리,36.157035,127.6126385,금산군 산림정책과 041-750-3411,http://tour.geumsan.go.kr/html/tour/intro/intro_010305.html,충남(금산)과 충북(영동)의 경계,휠체어진입 불가능,N,"천태산(715m)은 금산군 제원면과 충북 영동군 양산면에 걸쳐있는 충청의 명산이다. 이 산의 등산코스는 영동의 천년고찰 영국사를 경유하여 암벽을 타고 정상에 오른 다음 하산로를 이용하여 영국사로 다시 내려와 원점으로 돌아가는 코스가 일반적이며 가장 잘 알려져 있다. 그러나 천태산에 또 하나의 등산코스가 있다는 것을 아는 등산인은 많지 않다. 금산군 제원면 신안리 화원동 코스가 그것. 금산의 천태산 등산코스인 화원동코스는 영국사와 마찬가지로 화원동에서 산행을 시작하여 화원동으로 내려와 산행을 마치는 원점회귀형 등산코스다. 이 등산코스는 영국사 코스의 유명세에 가려있기도 하지만 마을이 워낙 외진 곳에 자리하고 있어서 많이 알려져 있지 않아 입소문을 듣고 찾아오는 등산인들이 대부분이다.

화원동은 금산군 제원면 신안리의 두 마을 중 천태산 골짜기 깊숙한 곳에 자리하고 있는 아름다운 산골마을이다. 전체 가구는 7가구. 거주인구가 열 명 남짓한 이 마을에서는 매년 봄이면 산꽃축제를 연다. 이팝꽃보다 앞서 피는 조팝꽃나무가 마을에 지천이어서 봄이면 논밭도 화사한 꽃밭이 된다. 마을의 고령화로 농사지을 땅은 있지만 농사지을 사람이 없어서 땅을 놀리다보니 조팝나무가 논밭을 차지하게 된 것. 조팝꽃 필 무렵 화원동의 천태산 등산코스를 택한다면 조팝꽃 흐드러진 화원동의 봄날을 추억 속에 담을 수 있다.",01-14-1.jpg,01-14-2.jpg,01-14-3.jpg,01-14-4.jpg,
서천,tourist,명산,"서천,풍광,천방산,서천8경,봉우리,저수지",천방산,충남 서천군 문산면 신농길24번길 11,36.1421786,126.7521359,문산면사무소 041-952-0302,http://tour.seocheon.go.kr/html/kr/tour/tour_010108.html,동서남북 탁틔인 풍광,휠체어진입 불가능,N,"천방산은 서천군 판교면, 문산면, 시초면등 3개면에 걸칠만큼 산자락이 넓고 큰 서천 제일의 산이다. 산이 험하거나 거칠지 않아 보는 이로 하여금 다정함을 느끼게 하는 천방산은 동서남 방향으로 7개의 봉우리가 둘러쳐져있고 동남북방향이 훤히 트여 시원한 풍광을 자랑하는 영산(靈山)이다.

좌청룡 우백호인 듯 천방산 정상을 중심으로 좌우로 서 있는 봉우리들은 남으로 가면서 5개의 봉우리를 더하며 마치 병풍인 듯 둘러쳐진 모습이 있어 아늑한 감이 있는 천방산은 서북에서 동북방향(또는 그 반대 방향)으로 펼쳐진 시원한 풍광이 함께하고 있어 좋은 곳이다. 발치에 잡히는 낮은 산과 그 아래 와 너머로 펼쳐지는 논밭과 아득한 마을의 풍경이 저수지와 함께 그림처럼 펼쳐져 있어 정상에 올라 보는이로 하여금 마음마져 시원함을 느끼게 하는 곳이다.",01-15-1.jpg,01-15-2.jpg,01-15-3.jpg,01-15-4.jpg,
청양,tourist,명산,"칠갑산,천장호,도립공원,콩밭,1박2일,장곡사,칠갑산장,명당",칠갑산도립공원,충남 청양군 대치리 산 45-4,36.413368,126.884288,청양군청 041-943-2285,http://tour.cheongyang.go.kr/tour/sub01_01_01.do,일곱개의 명당자리가 있는산,휠체어진입 불가능,N,"칠갑산은 해발 561M의 높이로 크고 작은 봉우리와 계곡을 지닌 명산으로 자연 그대로의 울창한 숲을 지니고 있다.

1973년 3월 6일에 도립공원으로 지정되었고 면적은 32.542㎢으로 4개면에 걸쳐 있으며 주요 명소로는 정상, 아흔아홉골, 칠갑산장(최익현동상, 칠갑산노래조각품등), 천장호, 장곡사, 정혜사, 자연휴양림, 도림사지, 두륭성 등이 있다.

칠갑산은 해발 561m의 높이로 크고 작은 봉우리와 계곡을 지닌 명산으로 자연 그대로의 울창한 숲을 지니고 있다. 1973년 3월 6일에 도립공원으로 지정되었고 면적은 32.542㎢으로 4개면에 걸쳐 있으며 주요 명소로는 정상, 아흔아홉골, 칠갑산장(최익현동상, 칠갑산노래조각품등), 천장호, 장곡사, 정혜사, 자연휴양림, 도림사지, 두륭성 등이 있다.
",01-16-1.jpg,01-16-2.jpg,01-16-3.jpg,01-16-4.jpg,
홍성,tourist,명산,"용봉산,충남도청,홍성,기암절벽,용봉산자연휴양림,내포",용봉산,충남 홍성군 홍북면 용봉산2길 87,36.643648,126.649178,용봉산안내소 041-630-1785,http://tour.hongseong.go.kr/cntntView.do?mc=01020000&cntnt_sn=1,용의형상과 봉황의 머리,휠체어진입 불가능,Y,"고찰인 용봉사와 마애석불 탱화 등 국보급 문화유적 등이 곳곳에 산재해 있고, 산 모양이 용의형상에 봉황의 머리를 닮았다하여 예로부터 용봉산이라 부른다. 기암괴석마다 각양각생(병풍, 거북, 장군 등)의 형상을 하고 있어 경치가 뛰어나 제2의 금강산이라 부른다. 
특히, 용봉산 정기를 이어받아 주변 10km 내외에는 최영장군, 성삼문선생, 한용운선사, 김좌진장군, 윤봉길의사 등 수많은 충신열사들이 탄생하였다. 산 정상 부근에 최영장군 활터 및 돌로 쌓은 성터 등 역사의 숨결이 살아있는 명산 이다. 주변에는 홍성온천, 덕산온천, 수덕사, 간월. 부남호, 남당항 등 관광 유원지가 많아 등산코스로 각광을 받고 있다. ",01-17-1.jpg,01-17-2.jpg,01-17-3.jpg,01-17-4.jpg,
보령,tourist,명산,"억새축제,억새,보령,오서산,까마귀,까치,외연도,은빛,억새능선",오서산,충남 보령시 청소면 오서산길 531,36.466578,126.654854,보령시관광안내소 041-932-2023,http://ubtour.go.kr/tourcms/basic01.do?mc=KO1510000000&pageNum=3&subNum=2&template=01&activeMenu=968&cntnt_sn=968,"억새능선, 그리고 서해의 낙조",휠체어진입 불가능,N,"충남 서부의 최고명산인 오서산(해발 791m)에서 발원한 맑고 깨끗한 물은 명대계곡의 울창하게 자란 천연림 속으로 군데군데 소폭포를 이루며 흐른다. 산정까지 오르는데는 1시간 20여분 소요되며 중간지점 임도변에 구래약수터(솥바위)가 있어 지친이를 포근히 맞이하며 청정한 하늘과 맞닿은 단아한 산정에는 억새와 들꽃무리가 하늘거리고 광활하게 펼쳐진 서해안 낙조는 그야말로 장관을 연출한다.
명대계곡 초입에는 낚시터로 유명한 장현저수지와 역사적으로도 유래가 깊은 귀학정과 여섯 줄기가 모아 자란 육소나무가 탐방객을 반긴다.
오서산자연휴양림은 가족단위의 휴양객이 편히 쉴 수 있게 시설한 휴양관과 숲속의 집, 수련관, 어린이물놀이장, 맨발걷기체험장, 자연관찰로, 야영장, 숲속교실, 취사장, 정자 등 다양한 시설을 고루 갖추고 있다.",01-18-1.jpg,01-18-2.jpg,01-18-3.jpg,,
태안,tourist,명산,"태안,백화산,백화산성,태을암,마애삼존불상,봉화대,솔바람길,석조불상",백화산,충남 태안군 태안읍 백화산 ,36.7674999,126.3024759,태안군청 041-670-2114,http://www.taean.go.kr/html/kr/tour/tour_03_01_t01.html,기암괴석과 수려한 산세,휠체어진입 불가능,N,"백화산이라는 이름은 겨울철에 눈 덮인 산봉우리의 모습이 하얀 천을 씌운 듯이 보여 붙여진 이름이다. 부근에는 황학산, 이화령, 이만봉(989m), 희양산 등의 높은 봉우리가 많다. 산행은 북쪽의 이화령, 서쪽 연풍면 분지리, 문경읍 오서골에서 각각 오르는 코스가 있다. 이 중에서 가장 평탄하고 편리한 코스는 이화령에서 시작하는 코스이다. 이화령은 수안보온천에서 가깝다. 
이화령에서 2시간 정도 오르면 황학산에 이른다. 황학산에서는 남쪽으로 백화산이 바로 보이고, 문경시 하리가 내려다보인다. 이곳에서 남쪽 능선을 따라 오르면 바위지대가 나오고, 이어 20분 정도 오르면 백화산의 정상이다. 정상에서는 서쪽으로 이만봉·시루봉·희양산 등이 시야에 시원하게 펼쳐진다. 하산 코스로는 올라온 길로 내려가는 코스, 이만봉으로 가는 코스, 분지리 안말마을로 내려가는 코스가 있다. 평전치를 지나서 서쪽 능선을 따라가면 분지리 안말마을로 내려가는 길이다. 
973봉을 거쳐 사다리재를 지나 안말마을로 내려간다. 이 코스는 약 22.5㎞ 거리로, 6시간 정도 소요된다. 연풍면 분지리에서 시작하는 코스는 남쪽이나 동쪽 능선을 따라 오를 수 있다. 동쪽 능선으로 40여 분을 오르면 흰두뫼에 이른다. 이곳에서 다시 동쪽 능선을 따라 오르면 주능선 안부가 나온다. 여기서 남쪽 능선을 따라 가면 바로 헬기장에 이르고, 헬기장에서 1시간 정도 가면 정상에 다다른다. 하산할 때는 서쪽 능선을 따라 내려가면 곰봉을 거쳐 이만봉에 닿는다. 곰봉은 옛날에 이 산에 반달곰이 살았다고 해서 붙여진 이름이다. 이만봉에서 분지리 안말마을로 내려가면 산행이 끝나는데, 이 코스는 약 16.5㎞로, 4시간 30분 정도 소요된다. ",01-19-1.jpg,01-19-2.jpg,01-19-3.jpg,01-19-4.jpg,
보령,tourist,해변/섬,"보령,해수욕장,머드,머드축제,CNN,대천,조개구이,진흙",대천해수욕장,충남 보령시 머드로123,36.305597,126.516049,041-933-7051,http://www.daechonbeach.or.kr/,동양 유일의 조개껍질 백사장,휠체어진입 부분가능,Y,"끝없이 이어진 하얀 백사장, 파아란 바다, 수평선너머 점점이 떠 있는 작고 큰 섬들, 원색의 수영복 물결, 햇살을 가릴 만한 넉넉한 솔숲, 수평선 너머 아득히 떨어지는 낙조....  대천해수욕장은 젊음과 낭만, 안락함과 자연미가 함께 어우러져 있는 곳이다. 젊은 연인들에게는 추억 만들기의 장소로서, 또 가족 단위의 휴식처로서, 해양스포츠의 메카로서 제반 요건을 충분히 갖추고 있다.
이런 이유로 대천 해수욕장에는 한해 1천만명에 육박하는 외지인의 발길이 끊이지 않으며, 서해안 최고의 휴양지이자 국제적 관광명소로 자리 매김을 하고 있다.
먼저 규모면에서 백사장의 길이가 3.5km 폭100m에 달하는 대형이다. 백사장 남쪽에 기암괴석이 잘 발달되어 있어 비경을 연출하고 있으며, 수온 역시 적당하여 기분좋은 해수욕을 즐길 수 있다.
대천해수욕장의 모래질은 동양에서 유일한 패각분으로 조개껍질이 오랜 세월을 지나는 동안 잘게 부서져 모래로 변모한 것이다. 규사로 된 백사장이 몸에 달라붙는 점에 비해 패각분은 부드러우면서 물에 잘 씻기는 장점을 갖고 있다.
대천해수욕장은 또한 전국의 해수욕장 중에서 처음으로 조각 공원을 설치해 여행 객들에게 볼거리를 제공해오고 있으며, 해수욕장의 녹지에 자리잡은 공원은 문화 공간인 동시에 지방예술인의 전시공간 역할을 함께 하고 있다.",02-01-1.jpg,02-01-2.jpg,02-01-3.jpg,02-01-4.jpg,
보령,tourist,해변/섬,"보령,해변,해수욕장,조개잡이,무창포,바닷길,모새의기적,모새,신비,체험",무창포 신비의 바닷길,충남 보령시 웅천읍 열린바다1길 10 ,36.2448568,126.53615,041-936-3561,http://ubtour.go.kr/move.do?forward=theme_2010700000&mc=KO2010700000&pageNum=4&subNum=2&activeMenu=KO2010700000&subIdx=6,서해에서 모세의 기적을 보다,휠체어진입 불가능,Y,"백사장 앞 1.5km에 2,000 여평의 기암괴석이 있는 최적의 낚시터가 있는데 매월 사리 때 1-2일간 바닷길이 열리는 ""모세의 기적"" 이라고하는 기현상이 생긴다. 무창포해수욕장에서 석대도에 이르는 1.5km 구간에서 여름철 백중사리 때만 일어나는 것으로 알려져왔던, 이 신비의 바닷길 현상이 사실은 매월 음력 사리 때 두 차례 일어나며 일반인이 마음놓고 들어가도 안전하다고 판단, 1996년부터 본격적으로 일반인에 공개되었다. 무창포의 긴 방파제 끝에 우뚝 솟은 빨간 등대가 한폭의 그림같이 인상적이며, 해수욕장의 모래사장 바로 앞에는 전원 주택 같은 펜션들이 있어 운치를 더해준다. 또 자동차로 20분 거리에 대천항이 있어 싱싱한 해산물 및 조개구이를 저렴한 가격에 맛볼 수 있다. 

* 신비의 바닷길 체험 
무창포 입구에서 50m 떨어진 언덕 위에 위치한 무창포 전망대에 오르면 신비의 바닷길이 열리는 장관을 한눈에 바라볼 수 있다. 음력 보름과 그믐에 열리는 바닷길에 맞춰 7월 중순경에 개최되며 연예인들의 축하공연, 불꽃놀이 등 다양한 볼거리와 팔씨름 대회 및 민속놀이, 조개잡이 대회 등을 시작으로' 해산물(조개 등) 무게 맞추기', '신비의바닷길' '횃불대행진', '조개잡기 대회' 등 다양한 체험거리가 제공된다. 그리고 청소년을 위한 청소년 전국댄스경연대회 및 노래자랑도 축제의 또다른 재미를 제공한다.",02-02-1.jpg,02-02-2.jpg,02-02-3.jpg,02-02-4.jpg,
홍성,tourist,해변/섬,"홍성,서부면,죽도,유인도,대나무,바지락,대하,우럭,해돋이,남당항",죽도,충남 홍성군 서부면 죽도리,36.516732,126.4407492,041-630-9609,http://tour.hongseong.go.kr/cntntView.do?mc=01030000&cntnt_sn=9,시누대'란 대나무의 자생지,휠체어진입 불가능,N,"홍성군 서부면 서쪽에 있는 홍성군 유일의 유인도로 섬 주위에 대나무가 많이 자생하고 있어 죽도라 불린다. 죽도는 천수만 내에 위치하고 있는 작고 아름다운 섬으로 낭만과 자연이 그대로 보존된 천혜의 섬이다.

우럭, 대하, 바지락 등 풍부하고 싱싱한 해산물을 사계절 맛볼 수 있으며, 해돋이와 해넘이를 동시에 감상할 수 있고, 섬에서의 갯벌체험은 가족에게 소중한 추억거리와 생활의 활력소가 될 것이다.

홍성읍 소재지에서 갈산면을 거쳐 서부면 남당리에 도착, 남당항 바로 앞 약 3.7㎞ 지점에 있으며 배를 타고 15분정도 들어가야 한다.
올망졸망한 8개의섬이 달라붙어 있으며 24가구 70여 명이 사는 유인도로 물이 빠지면 걸어서 돌아볼 수 있다.",02-03-1.jpg,02-03-2.jpg,02-03-3.jpg,02-03-4.jpg,
보령,tourist,해변/섬,"외연도,1박2일,우럭,보령,유인도,외연열도,해무,상록수림",외연도,충남 보령시 오천면 외연도1길 69,36.2278042,126.0791445,041-932-4301,http://ubtour.go.kr/tourcms/basic01.do?mc=KO1010000000&pageNum=2&subNum=2&template=01&activeMenu=596&cntnt_sn=596,세개 산봉우리의 멋진 경관,휠체어진입 불가능,N,"서해 고도 외연도, 육지에서 까마득히 떨어져 있어 연기에 가린 듯 하다는 의미로 붙여진 이름이다. 대천항에서 53km 떨어져 있어 뱃길로만 꼬박 두 시간 반을 헤쳐나가야 만날 수 있다. 그러나 지척에 도달하기까지 외연도는 쉽사리 모습을 드러내지 않은 채 신비함에 쌓여 있다. 이름처럼 짙은 해무가 섬을 감쌀 때가 많아 망망한 바다 한 가운데서 불쑥 솟아오른 듯한 외연도의 모습과 만나게 된다. 20만평의 크지 않은 섬이지만 바다에서 곧바로 솟아오른 세 개의 산이 바다와 어우러져 멋진 경관을 이루고 있어 탄성을 자아내게 하며 산들이 온통 상록수림에 덮여있어 신비함을 더해준다. 보령시에 속한 70여개의 섬들 중 가장 먼 거리에 있으며, 주위에 자그마한 섬들을 호위하듯 거느리고 있어 흔히 외연열도라고 부른다. 십여년전만 해도 해마다 파시가 형성될 만큼 어장이 발달한 곳이었다. BC 202년 중국 제나라 전횡 장군이 제나라가 망하고 한나라가 들어서자 그를 따르는 부하와 함께 외연도에 정착했다는 이야기가 전해진다. 이런 연유로 현재 섬사람들은 전횡장군을 추모하는 제사를 매년 지내며 풍어를 기원하며, 출산할 때도 전횡 장군의 도움을 받아야 탈이 없다고 믿기도 한다.",02-04-1.jpg,02-04-2.jpg,02-04-3.jpg,02-04-4.jpg,
서산,tourist,해변/섬,"서산,팔봉,고파도,보금자리,해수욕장,모래톱,해당화,꽃무리,해당화군락",고파도,충남 서산시 팔봉면 고파도1길 51 ,36.9065367,126.3373125,041-660-2604 ,http://seosantour.net/cnt/tourView.do?mc=03030100&sys=KO&cntnt_sn=115,철새들의 아름다운 보금자리,휠체어진입 불가능,N,"고파도는 서산시 팔봉면 가로림만에 위치한 파도가 아름답고 새의 보금 자리처럼 아늑한 섬이다. 500여 미터의 아담한 해수욕장, 건너다 보이는 분점도와 우도, 잔잔한 물결, 썰물 때 드러내는 2만여평의 모래톱(모래등)과 주위에 산재한 모시조개, 모래밭 기슭에 새하얀 목을 길게 뽑고 있는 삐비 꽃무리, 진분홍 꽃잎을 자랑하는 해당화 군락 등 복잡한 도심 생활 속에서 찌들어진 온갖 번민과 피로를 말끔히 씻어 낼 수 있는 낭만과 정서가 깃든 섬이다.",02-05-1.jpg,02-05-2.jpg,02-05-3.jpg,02-05-4.jpg,
태안,tourist,해변/섬,"신두사구,해안,모래사장,태안,태안팔경,해안사구,천연기념물,바르한형사구,바르한형,이화리층",신두사구,충남 태안군 원북면 신두해변길 201-122,36.786406,126.142343,태안해안국립공원 041-670-9737,http://www.sinduribeach.co.kr/info02.htm,우리나라 최대의 모래언덕,휠체어진입 불가능,N,"신두리 해안사구는 태안반도 서북부의 충남 태안군 원북면 신두리에 위치하며 해변을 따라 길이는 약 3.4㎞, 폭은 약 500m에서 1.3㎞이며 그 중에서 비교적 원형이 잘 보존된 북쪽지역 일부가 천연기념물 제431호 
""태안 신두리 해안사구""로 지정되었다. 

신두리 해안사구는 신두리 해안 만입부의 사빈 배후를 따라 분포하고 겨울철에 우세한 북서풍의 영향을 받는 위치에 있으며, 인접해역이 대체로 모래로 구성되어 있어 간조시 넓은 모래갯벌과 해빈이 노출되어 바람에 의하여 모래가 갯벌과 해빈에서 육지로 이동되어 사구가 형성되기에 좋은 조건을 가진 지역이다. 신두리 해안사구는 전사구, 사구습지, 바르한형 사구 등 다양한 지형들이 잘 발달되어 있다.

이곳의 기반암은 선캄브리아기 서산층군의 이화리층(주로 흑운모 편암이며 규암을 협재)이며, 신두리 해안사구는 우리나라 최대 규모의 해안사구로서 독특한 지형과 식생들이 잘 보전되어 있으며 연분홍의 해당화 군락, 모래언덕의 바람자국 등 사막지역이 아니고서는 볼 수 없는 독특한 경관과 염생식물 서식지, 조류의 산란장소로 생태적 가치와 경관적 가치가 뛰어난 해안의 퇴적지형으로 특징지을 수 있으며, 사구의 원형이 잘 보존되어 있고, 사구의 형성과 고환경을 밝히는데 학술적 가치가 매우 크다 ",02-06-1.jpg,02-06-2.jpg,02-06-3.jpg,02-06-4.jpg,
당진,tourist,해변/섬,"당진,해수욕장,섬,난초,지초,난지도,난지섬,해양레포츠,여객선,모래사장,바다낚시",난지섬해수욕장,충남 당진시 석문면 난지1길 67 ,37.0470409,126.4248919,"041-352-0844, 041-350-3592 ",http://tour.dangjin.go.kr/html/tour/intro/intro_01_03.html,섬안의 해수욕장,휠체어진입 불가능,N,"난초와 지초가 많이 자생한다 하여 난지섬로 이름 붙여진 이 섬은 도비도 선착장에서 여객선을 타고 가야 한다. 여객선을 타고 대난지섬로 향하면 경관이 아름답기로 유명한 서해의 다도해 풍경 속으로 들어가는 것. 여객선에서 서해의 푸른 바다에 기암괴석을 거느린 크고 작은 섬들을 구경하다 보면 유람선을 타고 관광을 하는 듯 착각에 빠질 정도다. 서해의 다도해 풍경을 감상하다 보면 어느새 반달모양으로 해안을 감싸고 있는 송림과 백사장이 펼쳐진 섬 안의 해수욕장에 닿게 된다.

이 섬은 바닷가 모래사장이 발달되어 있고 수심도 완만하여 해수욕장으로써 안성맞춤. 더불어 해양레포츠에 최적의 자연환경을 제공한다. 30분가량의 뱃길로 연결되는 이곳은 육지의 해수욕장처럼 해수욕객들이 많지 않아 조용한 섬마을의 가족여행지로도 제격이다. 해수욕장 인근의 갯바위 낚시는 전문 낚시꾼들도 찾아오는 바다낚시의 명소여서 해수욕과 함께 바다낚시를 즐길 수 있는 것이 이곳의 또다른 매력이다.

한편 300여명을 수용할 수 있는 객실 33개 규모로, 교육관, 종합운동장, 훈련장 등의 실내외 시설이 마련되어 있는 청소년 수련원이 해수욕장 뒤로 위치하고 있는데, 이 수련원은 여름철 ‘바다레프팅’이라는 특별한 프로그램을 운영하고 있어서 여름휴양을 다채롭게 즐길 수 있다.",02-07-1.jpg,02-07-2.jpg,02-07-3.jpg,02-07-4.jpg,
서천,tourist,해변/섬,"춘장대,해변,서천,마량리,활어,해송,홍원항,갯벌체험,피서지,청소년페스티벌",춘장대해수욕장,충남 서천군 서면 춘장대길 20 ,36.1636815,126.5226424,041-952-9525,http://www.chunjangdae.or.kr/,푸른 해송과 황홀한 낙조,휠체어진입 불가능,N,"푸른 파도와 은빛 모래가 어우러지고, 해질녘이면 바다로 잦아드는 황혼에 취할 수 있는 곳, 그 곳에서 싱싱한 활어를 안주삼아 술 한잔 기울일 수 있다면 더할 나위 없는 행복에 취할 수 있을 것이다.

해송 숲으로 둘러싸인 춘장대해수욕장은 1.5도의 완만한 경사와 맑고 잔잔한 수면이 특징이며, 중앙에는 광장이 있어 만남의 장소 등 문화활동의 공간으로 활용되는 편리함까지 주고 있다. 해수욕 외에도 썰물 때면 주변의 쌍도 등 걸어서 갈 수 있는 섬이 있고, 갯벌에서는 맛살·조개·넙치 등을 잡을 수 있다. 

서해안 일대에서는 보기 드물게 자연 경관이 수려하여 인근의 부사방조제와 서천해양박물관, 홍원항, 서울시공무원수련원, 마량리 동백나무숲과 어울려 가족단위 또는 기업체, 단체 등의 여름철 피서지로 각광을 받고 있는 곳이다. 또한 해수욕장내에서 갯벌체험이 가능한 곳으로 체험학습장 8선에 꼽히기도 한 곳이다.",02-08-1.jpg,02-08-2.jpg,02-08-3.jpg,02-08-4.jpg,
