대분류,중분류,소분류,시도,시군구,자원명,영문명,홈페이지,연락처,팩스,관리기관,상세주소,도로명주소,자원설명,최근수정일,데이터기준일
관광장소 및 시설,공원,군립공원,강원도,인제군,아미산군립공원,Amisan gunrip park,,,,,강원도 인제군 인제읍 남북리,,"아미산은 강원도 홍천군 서석면의 풍암분지 북쪽에 병풍을 두른 듯 솟아 있는 산이다.  풍암리는 온통 높은 산과 깊은 골짜기로만 이뤄진 서석면 일원에서는 유일하게 널찍한 들판이 있는 곳이어서 이곳에 서석면사무소가 자리하고 있다. 이 때문에 풍암리 보다는 일반적으로 서석으로 불리는 고장이다. 서석은 마치 거대한 분화구 속에 싸인 기분이다.  그도 그럴 것이 서석을 중심으로 북으로 고양산과 아미산이 가로막혀 보이고, 동으로는 홍정산, 남으로는 운무산, 서로는 동막산 줄기가 둥그렇게 원을 그린 듯 에워싸고 있다.",2004-06-16,2023-05-10
관광장소 및 시설,공원,군립공원,경기도,가평군,명지산 생태탐방학습원,Myungjisan Eco-Tours Education Park,,031-582-7426,,,경기도 가평군 북면 도대리 237-3,,"< 개요 >가평군의 자연환경을 지키고 보전하기 위해 청정가평 지속가능 발전협의회를 만들어 다양한 환경 보존 프로그램을 진행하고 있다. 그 일환으로 경기도 가평군 북면 명지산 도립공원 내에 위치한 명지산 생태전시관 건립하여 천연염색, 화분만들기, 야생화 숲해설, 민물고기 체험, 자연놀이(책갈피, 나뭇잎 등으로 부엉이 만들기 등), 곤충표본제작하기, 농사체험 등의 다양한 자연환경체험 프로그램을 통해 자연을 직접 접하고 느끼는 체험함으로서 친환경적인 생활방식을 유도하고 체계적이고 지속적인 환경 교육을 실시하고 있으며 또한 자연해설프로그램을 통하여 자연의 아름다움과 신비로움을 발견하고 자연과 어우러진 삶의 의미를 찾도록 도와주고 있다.주요 시설로는 야생화 관찰공간, 수변식생관찰원, 야외학습장, 생태전시관, 체험실 등이 있다. ㅇ 이용시간 : 09:30 ~ 18:00 ㅇ 휴관일 : 명절 < 규모 >ㅇ 총 면적 : 20,000㎡ㅇ 자연학습원 면적 : 5,600㎡ㅇ 생태전시관 면적 : 186㎡< 주요시설 >ㅇ 야생화 관찰공간, 수변식생관찰원, 야외학습장, 생태전시관, 체험실 등",2012-01-25,2023-05-10
관광장소 및 시설,공원,군립공원,경기도,가평군,명지산군립공원,Myeongjisan County Park,,031-582-0103,,,경기도 가평군 북면 도대리 237-3,,"< 개요 >수림이 울창하고 수도권에서 가깝기 때문에 당일 산행지로 알맞은 명지산은 가평군청에서 북쪽으로 18km 떨어져 있는 산으로, 경기도 내에서 화악산 다음으로 높은 해발이다. . 조망이 좋아 정상에서는 국망봉, 광덕산, 화악산, 칼봉산 등 높은 봉우리들이 시야에 들어온다. 비교적 높은 산이지만 산세가 그리 험하지 않아 등산 초보자들도 무리없이 오를 수 있다. 겨울에는 능선 상의 설화가 장관이라 겨울 산행지로도 제격이다. 특히 가을이 되면 수십년 묵은 고목과 기암괴석의 조화 속에 가을 단풍의 절경을 만끽하면서 등산을 즐길 수 있는 곳으로 명지폭포와 용소등 절경이 곳곳에 산재하고 있다. 봄에는 진달래가 여기저기서 많이 피어나고 장장 30km에 달하는 명지계곡은 여름철이면 수도권 여행자들의 피서지 구실을 톡톡히 해준다. ㅇ 관람 최적시기 : 봄, 가을  < 규모 >ㅇ 높이 : 1,267m < 주요시설 >ㅇ 450㎡ 주차장 (100대 수용)",2012-01-25,2023-05-10
관광장소 및 시설,공원,군립공원,경기도,남양주시,천마산군립공원,Cheonmasan County Park,,031-590-2733,,,경기도 남양주시 화도읍,,"< 개요 >1983년 남양주시 화도읍에 있는 천마산(812m)을 중심으로 한 그 일대가 군립공원으로 지정되었다. 천마산은 하늘을 만질 수 있는 산이라는 데에서 유래된 이름이다. 정상의 남서쪽 인근에는 높은 절벽바위가 있는데, 이 곳에서 연중 끊이지 않고 물이 솟아 일명 약물바위샘이라고 일컬어진다. 비교적 높은 산이지만 산세가 그리 험하지 않고 숲도 울창해 등산 코스로 이용된다. 산기슭에는 청소년들의 건강한 체력과 정서 함양을 위한 천마산야영교육장이 마련되어 있는데, 9만 2000평의 산림에 모험·운동·오락 시설, 집회공간, 편의 및 급수시설 등을 갖추고 있다.산 남쪽에는 슬로프 5면, 리프트 7기, 숙박시설, 수영장, 사우나탕, 오락실과 전망대, 주차장 등 부대시설과 36코스의 모험동산, 가족 단위 야영장 등의 시설을 갖춘 천마산스키장이 있어 다양한 관광 및 레저 스포츠를 즐길 수 있다. 특히 플라스틱 슬로프가 설치되어 있어 야간 스키는 물론 사계절 내내 스키가 가능하고, 스키학교도 연중 운영된다. 북쪽 기슭에는 보광사(普光寺)가 있고, 일본잎갈나무·잣나무 등 690여 종의 식물이 자란다. 매년 음력 3월 삼짇날에는 남양주문화원에서 주관하는 천마산산신제가 열린다.< 규모 >ㅇ 면적 : 384만 6000평< 유래 및 연혁 >천마산은 하늘을 만질 수 있는 산이라는 데에서 유래된 이름이다. ㅇ 1983 군립공원 지정",2012-01-25,2023-05-10
관광장소 및 시설,공원,군립공원,경상남도,거제시,구천계곡군립공원,Gucheon gyegok gunrip park,,,,,경상남도 거제시,,"거제도 중앙의 북병산(北屛山:465m)과 계룡산(566m) 사이를 남쪽에서 북쪽으로 흐른다. 산 사이에 9개의 계곡이 흘러 구천계곡이라 부른다. 계곡 양쪽의 산이 높아 계곡이 깊고 주변은 숲이 울창하다. 이름난 문동폭포(門東瀑布)가 절벽을 타고 떨어지는 모습이 장관이다. 봄에는 산벚꽃, 여름에는 계곡에서 불어오는 시원한 바람, 가을에는 수채화를 연상하게 하는 단풍이 유명하다. 계곡 사이에는 문동저수지와 양동저수지가 있고, 인근에 구천댐·동부저수지와 거제 자연예술랜드 등의 볼거리가 있다. 6·25전쟁 때 이곳에 피난왔던 육당(六堂) 최남선(崔南善)도 둘러보고 칭송을 아끼지 않았다고 한다. 여름에는 계곡이 피서객들로 가득 찬다.",2004-01-31,2023-05-10
관광장소 및 시설,공원,군립공원,경상남도,거창군,거열산성군립공원,Geoyeolsanseong gunrip park,,055-940-3422,,,경상남도 거창군 거창읍 상림리 산 45-1,경상남도 거창군 거안로 1173-21,"1983년 11월 23일 공원 면적 4,252㎢인 거열산성 군립공원은 옛날 건흥사라는 절이 있어 건흥산이라고 하며, 산 높이는 563m이다. 거열산성은 도지정문화재 기념물 22호로 지정되어있고 거열산성 입구에는 건계정과 보물 378호인 상림리 석조관음입상이 있다. 거열산성 군립공원은 백제의 충신열사와 의용군들이 나라를 재건할 목적으로 축성한 거열성 일대로 백제 패망 후 3년간 항전하다가 신라 문무왕 3년(663)에 신라 장수 흠순 등에 의하여 함락되었고, 백제 부흥군 700여명이 참수당한 치열한 전투가 벌어진 역사의 산교육장이기도 하다.",2012-04-23,2023-05-10
관광장소 및 시설,공원,군립공원,경상남도,거창군,거창사건 추모공원,Geochang Incident Cherish Park,http://case.geochang.go.kr/sub/02_01.asp,055-940-8512,,,경상남도 거창군 신원면 대현리 551,,"< 개요 >거창사건을 추모하기 위한 공원이다. 거창사건은 한국전쟁 중, 1951년 2월 9일에서 11일까지 거창군 신원면에서 마을 주민들이 일부 국군의 총검에 학살된 사건이다. 거창사건은 일어난 지 3년만인 1954년 유족들이 유골을 수습하면서 성별조차 구분할 수 없어서 큰 뼈는 남자, 중간 뼈는 여자, 작은 뼈는 어린이로 구분하여 합동묘를 조성했다. 이후 정부의 탄압으로 묘역은 파헤쳐지고, 위령비는 글자 한 자 한 자 정으로 지워서 땅속에 파묻히는 수모를 당했다. 1996년 1월 ‘거창사건 등 관련자의 명예회복에 관한 특별조치법’이 제정되어 2004년 4월 공사를 완료하고 지금의 모습으로 단장됐다. 공원 입구 추모문을 들어서면 ‘하늘로 인도하는 문’이라는 뜻을 지닌 천유문이 있고 천유문을 지나면 억울하게 희생당한 719명의 위패를 모시고 있는 위패봉안각이 오른쪽에 있다. 진입광장을 지나면 위령탑이 서 있다. 위령탑 좌우측에는 군상이 있는데, 오른쪽 군상은 후손들의 정성어린 위로 속에 한을 풀고 승천의 기쁨을 만끽하는 영령들과 유족들을 환조로 표현했다. 좌측의 군상은 고인들에게 심대한 피해를 끼친 국군들이 진심으로 영령들과 유족들에게 참회하는 모습을 표현하고 있다. 위령탑 뒤로는 669기를 영탑 형태로 조성하고 전통 담장을 설치한 묘역이 있다.",2012-01-25,2023-05-10
관광장소 및 시설,공원,군립공원,경상남도,고성군,상족암 군립공원,Sangjokam County Park,,055-832-9021,,,경상남도 고성군 하이면 덕명리 85,,"< 개요 >고성군 하이면 덕명리의 바다에 들어서면 한눈에 들어오는 남해안 한려수도의 정경과 함께 거대한 돌출바위를 볼 수 있다. 이 바위가 바로 상족암(床足岩)으로 바위 절벽 아래부분이 파도에 깎여 동굴이 됐다. 멀리서 보면 평평한 돌상을 받치고 있는 것 같다하여 '상다리 바위' 즉, 상족암(床足岩)이라 부른다.해면의 넓은 암반과 기암절벽이 계곡을 형성하여 자연 경관이 수려한 이 곳은 수만권의 책을 겹겹이 쌓은 듯한 층암 절벽이 마치 변산반도의 채석강을 연상케 하며, 절벽 아래에는 크고 작은 해식(海蝕) 동굴이 군데군데 기묘한 형태로 뚫려 있어 장관을 이룬다. 그리고 바닷가의 여기저기에는 태초에 선녀들이 내려와 목욕을 했다는 선녀탕과 촛대바위, 병풍바위 등 갖가지 모양의 바위들이 흩어져 있으며 해식동굴 밖의 바닷가에는 수백명이 한꺼번에 앉아서 쉴 만한 넓이의 반석이 넓게 펼쳐져 있다.상족암에는 다른 곳에서는 찾기 힘든 공룡 발자국이 있는데 물이 빠지면서 넓다란 암반에 공룡 발자국이 나타난다.상족암이란 이름도 바로 공룡 발자국과 연관이 있다. 문헌에는 상다리 모양을 하고 있다고 해서 상족암이라고 했다고 하지만 마을 사람들은 발자국이 여럿 있다고 해서 쌍족암이라고 했다고 한다. 지역 토박이들이 부르는 이름은 '쌍발'이다. 암반 위를 걷다보면 공룡 발자국을 만나게 된다. 발자국 중 큰 것은 30㎝가 넘는다. 깊이는 2~3㎝ 정도이며 발자국의 모양도 가지각색이다. 새 발자국같이 삼지창 모양을 하고 있는 것과, 둥그스름한 타원형까지 보인다. 이 일대 6㎞의 해안에 있는 발자국은 모두 3,000여개나 된다. 공룡 한마리가 세 발짝 이상 걸어갔던 행렬도 247개나 남아 있다. 이 공룡발자국 화석들은 밀물 때에는 바닷물에 잠기므로 미리 물때를 알아보거나, 아니면 하룻밤쯤 묵으며 물이 빠지기를 기다렸다가 아이들과 함께 찾아보는 것이 좋다.< 규모 >ㅇ 면적 : 5,106㎢< 유래 및 연혁 >고성군 하이면 덕명리의 바다에 들어서면 한눈에 들어오는 남해안 한려수도의 정경과 함께 거대한 돌출바위를 볼 수 있다. 이 바위가 바로 상족암(床足岩)으로 바위 절벽 아래부분이 파도에 깎여 동굴이 됐다. 멀리서 보면 평평한 돌상을 받치고 있는 것 같다하여 '상다리 바위' 즉, 상족암(床足岩)이라 부른다.ㅇ 1983. 11. 10 군립공원 지정< 주요 시설 >ㅇ 선녀탕, 촛대바위, 병풍바위 등",2012-01-25,2023-05-10
관광장소 및 시설,공원,군립공원,경상남도,남해군,호구산군립공원,Hogusan gunrip park,,,,,경상남도 남해군 이동면 용소리 868,,"호구산은 남해군립공원으로 지정되어 있으며, 산의 높이는 해발 650m이고 호구산에 자리잡고 있는 용문사는 남해에서 가장 크고 오래된 절이다. 호랑이가 누워있는 모습을 하고 있는 호구산은 갖가지 나무들이 덮여 햇빛을 받아 윤기를 내고 있고, 계곡의 맑은 산자락 아래 용이 승천 했다는 용소로 흘러든다.",2004-06-16,2023-05-10
관광장소 및 시설,공원,군립공원,경상남도,사천시,봉명산(이명산)군립공원,Bongmyeongsan gunrip park,,,,,경상남도 사천시 곤명면 용산리,,"봉명산은 지도에는 ""이명산"", 현지 다솔사의 입구 입석에는 ""봉명산""이라 되어 있고, 군립 공원으로 지정되어 있다. 정상에 오르면 남으로 금오산, 다도해, 서쪽으로 백운산, 서북으로 지리 능선, 웅석봉 등이 시야에 들어온다.산행 기점은 봉명산 자락의 다솔사이다. 다솔사는 응진전, 극락전과 함께 문화재로 지정되어 있으며 샘물이 맛이 좋아 진주에서 많은 사람들이 물을 길러 오기도 한다. 다솔사에서 보안암으로 빠지는 고개를 통과해 20분이면 봉명산 정상이다. 정자에서 잠시 숨을 돌리고 북쪽으로 2미터 정도 가면 잘 닦여진 산책로가 나타나는데 보안암까지 20분 정도 걸린다.",2004-03-08,2023-05-10
관광장소 및 시설,공원,군립공원,경상남도,산청군,웅석봉군립공원,Ungseokbong gunrip park,,,,,경상남도 산청군 산청읍 내리,,산청읍 내리 지곡사에서 계곡으로 들어서면 경사가 심한데 이곳을 오르다 보면 이름없는 폭포를 비롯한 크고 작은 소(沼)들이 이어진다. 웅석봉의 절경인 선녀탕은 주변에 넓은 암반이 펼쳐져 있으며 선탕에서는 두 갈래의 길로 나눠지고 오른쪽 계곡은 가파름이 덜하지만 왼쪽은 가파름이 매우 심해 곰이 굴러 떨어져 죽었다고 해서 산의 모양새가 곰을 닮았다 해서 곰 바위산으로 불리운다.산청읍 내리 지곡사에서 계곡으로 들어서면 경사가 심한데 이곳을 오르다 보면 이름없는 폭포를 비롯한 크고 작은 소(沼)들이 이어진다. 웅석봉의 절경인 선녀탕은 주변에 넓은 암반이 펼쳐져 있으며 선녀탕에서는 두 갈래의 길로 나눠지고 오른쪽 계곡은 가파름이 덜하지만 왼쪽은 가파름이 매우 심해 곰이 굴러 떨어져 죽었다고 해서 산의 모양새가 곰을 닮았다 해서 곰 바위산으로 불리운다.,2004-06-16,2023-05-10
관광장소 및 시설,공원,군립공원,경상남도,진주시,방어산군립공원,Bangeosan gunrip park,,,,,경상남도 진주시 지수면,,계방산은 군북역에서 새집골로 오르면 좋다. 동쪽 어식재에서 능선을 타고 서쪽으로 한시간이 못되어 정상에 이를 수 있다. 해발 530m의 방어산은 함안군과 경계를 이루고 있으며 기암괴석이 병풍처럼 둘러싸여서 절경을 이루고 있다. 1993년 12월 16일 경남고시 제93-338호로 군립공원으로 지정된 방어산은 이름 그대로 병난(兵亂)과 왜구를 무찌르고 방어했다는 산으로 옛날 묵신우라는 장군이 변성(邊成)에 큰 병란이 일어나자 3천 명의 군사를 거느리고 산봉우리에 성을 쌓고 적을 방어했다. 사람들은 이러한 장군의 전공을 기리기 위해 장군과 중 혜성의 철상과 철마를 세웠다고 전하며 정군의 군마(軍馬)가 전쟁 때 흘린 핏자국이 아직도 바위에 선연하다고 한다. ,2004-03-13,2023-05-10
관광장소 및 시설,공원,군립공원,경상남도,창녕군,관룡사,,,,,,경상남도 창녕군 창녕읍 옥천리 292,,"관룡사는 신라 진평왕 5년(583년)에 증법국사가 초창한 신라의 8대 사찰의 하나이며, 원효대사가 제자 천여명을 테리고 화엄경을 설파한 도량이다.관룡사라 이름이 붙여진 유래는 진평왕이 원효대사의 화엄경에 개심하여 칠성백일 기도 후 화왕산 삼지에서 아홉마리의 용이 승천하는 것을 보고 관룡사라 이름하였으며, 그 뒷산을 구룡산이라 이름하였다.  당초에는 약수터가는 구룡산 아래 있었는데 숙종 30년(1704년)가을 대홍수로 큰 피해를 입고 1712년 이곳에 대웅전과 기타 건물을 재건했다는 기록이 관룡사사적기(유형문화재 제183호)에 기록되어 있다.  현재 관룡사에는 보물 4점과 지방문화재 5점이 있다.",2007-03-07,2023-05-10
관광장소 및 시설,공원,군립공원,경상남도,창녕군,관룡사 대웅전,,,,,,경상남도 창녕군 창녕읍 옥천리 292,,"이 건물은 1965년 해체, 보수공사 시 발견된 상랑문에는 조선 태종 원년(1401년)창건하여 임진왜란 시 소실되고 광해군 9년(1617년)에 중창하였으며, 숙종 39년(1704년)가을에 큰비로 금당부도가 유실되고, 주승 20여명이 익사하는 참변을 당한 후 38년(1712년)에 재건하고, 그후 영조 25년(1749년)에 중창하였다.",2007-03-07,2023-05-10
관광장소 및 시설,공원,군립공원,경상남도,창녕군,목마산성,,,,,,경상남도 창녕군 창녕읍 송현리 산 5-2,,"가야시대의 성으로 추정되며, 화왕산성 아래 창녕읍 쪽으로 위차하며, 비화가야시대 영주가 말을 키웠던 곳이라하여 목마산정이라 부르기도 했다.약 1.9Km의 둘레에 폭 4m, 면적은 19,11평으로 화왕산의 북동으로 부터 서쪽으로 뻗은 지맥의 측단에 하나의 계곡을 포옹하여 축조한 산성으로 포곡식 산성형식의 대표적인 예이다.",2007-03-07,2023-05-10
관광장소 및 시설,공원,군립공원,경상남도,창녕군,창녕조씨득성비,,,,,,경상남도 창녕군 창녕읍 옥천리 산 322,,신라 진평왕때 화왕산성 못에서 인연이 되어 조씨성을 얻게 되었다 하여 이를 기념하기 위하여 용지 근처에 높이 2.4m의 자연석에다 창녕조씨득성지비란 비석을 세웠다.,2007-03-07,2023-05-10
관광장소 및 시설,공원,군립공원,경상남도,창녕군,화왕산 배바위,,,,,,경상남도 창녕군 창녕읍 옥천리 산 322,,"화왕산 정상에서 남쪽을 향하면, 손에 잡힐듯한 웅장한 바위가 우&#46767; 솟아 있다.높이 15m, 폭 20m의 자연석이 두조각으로 나뉘어진 바위로 틈새가 좁아 사람이 배를 붙이고 지나가야만 겨우 통과할 수 있어 배바위라 하며, 또한 천지개벽 때 배를 묶어 놓았던 흔적이 있다하여 그렇게 불리어 진다.",2007-03-07,2023-05-10
관광장소 및 시설,공원,군립공원,경상남도,창녕군,화왕산 용지,,,,,,경상남도 창녕군 창녕읍 옥천리 산 322,,"화왕산 정상 구릉지에는 3개의 못이 있다. 일명 삼지(三池)라고도 하며, 아무리 가물어도 마르지 않는 것이 특징이다.창녕 조씨 시조 태사공(신라부마도사 : 창성부원권)을 잉태한 영지(靈地)이다",2007-03-07,2023-05-10
관광장소 및 시설,공원,군립공원,경상남도,창녕군,화왕산군립공원,Hwawangsan County Park,,055-530-2497,,,경상남도 창녕군 창녕읍 옥천리  일원,,"< 개요 >화왕산(757m)과 관룡산(구룡산 740m)을 잇고 있으며,  많은 문화재와 수려한 자연경관으로 많은 관광객(등산객)이 찾는다. 특히 봄이면 진달래와 철쭉, 여름에는 녹음과 계곡물, 가을에는 억새, 겨울에는 설경이 유명하다. 특히 봄철 진달래 경치와 가을철 갈대가 유명한데, 봄철이면 진달래가 무리지어 피는 화왕산성 주위의 비탈과 관룡산으로 이어지는 능선 일대는 마치 분홍물감을 쏟아부은 듯하다. 매년 4월 하순에서 5월 초순까지 그야말로 산 전체가 불타오르듯 만발한 진달래의 붉은 기운으로 뒤덮인다. 화왕산 최대의 명물이라면 정상 주병의 넓고 평평한 억새밭인 '십리 억새밭'이다. 그 십리 억새밭이 평지에서 급경사 벽으로 뚝 떨어지는 경계선인 능선을 따라 화왕산 성벽이 쌓여 있으며, 그 바깥 경사면 거의 모두가 진달래밭을 이루고 있다. 매년 10월이면 이곳에서 화왕산 갈대제가 개최된다. 화왕산은 선사시대 화산으로 추정되며, 3개의 못(龍池)가 있으며, 창녕조(曺)씨가 득성하였다는 득성비가 화왕산성 (사적제64호)내 있다.< 규모 >ㅇ 면적 : 31.283㎢< 유래 및 연혁 >ㅇ 1979 군립공원 지정< 주요 시설 >ㅇ 주차장, 공중화장실, 관광안내소, 운동시설, 산림욕장 등",2012-01-25,2023-05-10
관광장소 및 시설,공원,군립공원,경상남도,창녕군,화왕산성,,,,,,경상남도 창녕군 창녕읍 옥천리 산 322,,"화왕산 일대에 있는 가야시대의 고성으로 자하골의 좁고 가파른 등산로를 따라 산성직하, 경사의 사다리 길을 오르면 넓은 분지에 펼쳐지는 성터이다.  조선 성종대 이미 폐성이 되었으나, 임진왜란 시 곽재우 장군이 내성을 축조하여 사용하였으며, 산성입구인 서문은 흔적이 없고 동문은 좌우 석벽이 그대로 남아 있으며, 1987년 이래 산성 복원공사가 이루어지고 있다.  석성의 둘레는 2.6Km, 경내에는 9개의 우물과 3개의 연못, 군창이 있었다고 전해진다.",2007-03-07,2023-05-10
관광장소 및 시설,공원,군립공원,경상남도,하동군,고소성군립공원,Gososeong gunrip park,,,,,경상남도 하동군 악양면 평사리 산 31,,"이 성은 지리산(智異山)에서 뻗어 내려온 산줄기의 중복 300m의 고지에 위치하고 있다. 동북은 준령(峻嶺)을 등지고 서남으로는 섬진강(蟾津江)과 동정호(洞庭湖)를 발밑에 둔 천연의 요충으로 남해에서 호남으로 통하는 교통로의 목을 쥐고 있는 형세에 놓여 있다. 성은 이와 같은 지리를 이용하여 산복(山腹)의 능선에 축성(築城)한 석상이다. 고소성에 오르면 섬진강이  한눈에 들어오며, 남서쪽으로 보면 소설 ""토지""의 무대인 평사리 들이 한눈에 보인다.",2004-06-16,2023-05-10
관광장소 및 시설,공원,군립공원,경상남도,함안군,입곡군립공원,Ipgok County Park,,055-580-2582,,,경상남도 함안군 산인면 입곡리,,"< 개요 >함안군 산인면에는 뱀이 기어가듯, 구불구불 흐르는 입곡저수지가 있는데, 저수지 상류에는 자연생태 그대로 보존된 '입곡군립공원'이 형성되어 있다. 일제시대에 농업용수로 사용하기 위해 협곡을 가로막은 입곡저수지는 폭 4km에, 저수지 양 끝이 보이지 않을 만큼 제법 큰 규모를 자랑한다. 저수지를 중심으로 왼편에는 깎아지른 절벽에 우거진 송림이, 오른편으로는 완만한 경사지에 활엽수림과 침엽수림이 멋진 조화를 이룬다. 크고 작은 산봉우리들이 저수지를 중심으로 협곡을 이루고 있는 이곳에는 수려한 자연풍광과 함께 전설을 간직하고 있는 형형색색의 바위와 기암절벽이 그대로 보존돼 있다.저수지 중앙을 가로 지르는 길이 112m, 폭 1.5m의 출렁다리를 건너면 산책로가 있으며 산책로를 돌아나와 운동장에 들어서면 절벽 쪽에 인공폭포가 설치되어 있다. 인공폭포는 높이 35m(2단)와 높이 10m(1단) 2개소가 설치 되어 있으며, 하절기에 주로 가동된다. 실제로 입곡저수지는 극심한 한발을 제외하고, 연중 저수지 면적(1만9500㎡)의 약 95%의 평균 저수량을 유지하고 있어 잉어, 붕어, 뱀장어 등의 민물고기가 많이 분포해 천연적인 낚시터로도 각광받고 있다.  규모 >ㅇ 면적 : 995,466㎡< 유래 및 연혁 >ㅇ 1985 군립공원 지정< 주요 시설>ㅇ 주차장(158대), 산림욕장, 다목적운동장, 산책로 인공폭포, 출렁다리 등",2012-01-25,2023-05-10
관광장소 및 시설,공원,군립공원,경상남도,함양군,기백산군립공원,Gibaeksan County Park,,055-960-0544,,,경상남도 함양군 안의면 상원리,,"< 개요 >기백산(1,331m)은 함양군 안의면과 거창군 마리면(馬利面)·위천면(渭川面)의 경계를 이루는 산으로, 주위에 지우천(智雨川)과 위천(渭川)이 흐르고, 곳곳에 크고 작은 암반과 소(沼)가 있어 빼어난 경관을 자랑한다.기백산에는 대한불교조계종 제13교구 본사인 쌍계사(雙磎寺)의 말사로, 487년(신라 소지왕 9) 각연(覺然)이 창건한 용추사(龍湫寺)를 비롯해 용추계곡·용추폭포 등이 있고, 정지영(鄭芝榮)이 벼슬을 버리고 은거한 심원정(尋源亭) 일대는 바위와 노송이 절경을 이룬다. 또 정상에서 금원산(金猿山:1,353m)까지 약 3㎞ 구간의 기백평전에는 가을이면 바람에 흩날리는 참억새 군락이 장관을 이룬다.그 밖에 용추계곡 상류에는 국내 최초로 지정된 자연휴양림인 용추 자연휴양림이 조성되어 있고, 기백산에서 금원산으로 이어지는 능선을 종주하다 보변 덕유산(德裕山:1,614m)·지리산(智異山:1,915m)·가야산(伽倻山:1,430m) 등 남도의 고봉도 둘러볼 수 있다.주변 관광지로 기백산 너머에 위치한 무주구천동(茂朱九千洞)과 월성계곡, 황석산(黃石山:1,190m) 아래의 화림동계곡(花林洞溪谷), 농월정(弄月亭), 거창 수승대국민관광지(愁勝臺國民觀光地) 등이 있다.< 규모 >ㅇ 기백산 해발 : 1,331m< 유래 및 연혁 >ㅇ 1983. 11. 18 함양군 군립공원 지정",2016-04-19,2023-05-10
관광장소 및 시설,공원,군립공원,경상남도,합천군,황매산군립공원,Hwangmaesan County Park,,055-930-4666,,,경상남도 합천군 가회면 둔내리,,"< 개요 >1983년 11월 18일 군립 공원으로 지정되어 있는 황매산은 합천읍에서 서남쪽 20여㎞에 위치한다. 합천호를 한눈에 내려다볼 수 있는 주봉(1,180m)을 비롯하여 예리한 산들이 종횡으로 뻗어있고, 크고 작은 바위들은 관목과 식물이 번성하고 있으며, 보물 353호 영암사지쌍사자석등, 보물480호 영암사삼층석탑, 보물 489호 영암사지귀부 등 문화 유적도 간직하고 있다.서쪽 상봉에서 동쪽으로 연이어 솟은 봉우리들로 하여금 하늘선이 눈 안 가득 들어오며 정상에는 우리나라 제일의 명당 자리로 알려진 ""무지개터""가 있다.황매산에는 황매평전의 목장지대와 고산철쭉, 통일신라시대의 고찰인 영암사지(사적 제 131호) 및 보물 3점이 자리잡고 있다. 매년 5월초 전국 최대를 자랑하는 8만평의 철쭉 군락지에서 철쭉제를 개최한다.새로운 관광명소로 생겨난 합천댐의 호반을 거느리는 황매산은 군립공원 정비사업의 일환으로 가회면 둔내리 영암사지 뒤편 등산로를 개설하고, 대병면 하금리 하금천에 야영장을 설치하였다.< 규모 >ㅇ 높이 : 1,108m< 유래 및 연혁 >황매산은 합천호의 푸른 물 속에 산자락을 담그고 있는 형상이 마치 호수에 떠있는 매화와 같다고 해서 수중매라 불리기도 한다. ㅇ 1983. 11. 18 군립공원 지정< 주요 시설 >ㅇ 주차장(270대)",2012-01-25,2023-05-10
관광장소 및 시설,공원,군립공원,경상북도,울진군,덕구온천군립공원,Deokgu spa gunrip park,,,,,경상북도 울진군 북면 덕구리,,"국내 유일 노천 온천이며, PH 9.09 중탄산 나트륨을 함유.  약알카리성 온천으로 수질 좋기로 국내 제일이다.신경통과 피부염 특히 잠수, 운동, 등산 등 근육 피로를 푸는데 더욱 특효를 보며 2∼3일 계속해서 입욕시 효과가 좋다. 고려말 약 650여년전 궁수와 창수로 유명한 전모씨가 사냥꾼을 이끌고 멧돼지를 쫓던중 상처를 입고 도망가던 멧돼지가 계곡물에 몸을 씻더니 쏜살같이 달아나는 것을 이상하게 여겨 살펴보니 그곳에서 자연에서 용출되는 온천수를 발견했다는 전설이 있으며 그후 주민들이 계곡의 바위를 쪼아 물을 고이게 만들고 탕으로 이용했으며 근래에 들어 개발되기 전까지 만성피부병이나 문둥병 환자들이 많이 찾아와 치료를 하기도 했다.",2004-03-08,2023-05-10
관광장소 및 시설,공원,군립공원,경상북도,울진군,불영계곡군립공원,buryeong gyegok gunrip park,,,,,경상북도 울진군 서면 소광리,,"불영 계곡은 국내에서 가장 긴 골짜기다. 총 길이가 무려 15km나 된다. 산속에 파묻혀 있는 것이 아니라 찻길을 따라 이어저있는 점이 특이하다. 전체 계곡중에서도 특히 삼근 2리에서 건장교 사이의 8㎞ 구간의 경치가 빼어나다. 창옥벽, 의상대, 산태극, 수태극 등의 30여 명소가 줄을 잇고 있으며, 명승 제6호로 지정되었다. 신라 진덕여왕 5년(651년) 의상대사가 창건한 불영사가 불영계곡을 끼고 천축산 기슭에 기대어있다. 큰 연못에 살던 아홉 마리의 용을 &#51922;아내고 그 자리에 구룡사라는 이름의 절을 지었다가 서쪽에 있는 부처 모양의 바위 그림자가 연못에 비치는 것을보고 이름을 불영사(佛影寺) 대웅전 축대 아래의 돌거북 2기가 불영사의 오랜 역사를 증명하고 있으며 조선 중기의 목조 건물인 응진전은 보물 730호로 지정되었다.",2004-07-22,2023-05-10
